layer,manufacturer,model,product_url,datasheet_url,datasheet_local,price_EUR,price_source,Voltage_V,Rated_Torque_Nm,Peak_Torque_Nm,Max_Momentary_Torque_Nm,Rated_Speed_RPM,Max_Speed_RPM,Rated_Power_W,Weight_kg,Diameter_mm,Length_mm,Reducer_or_Ratio,Kt_raw_Nm_per_A,Kt_ref,Kv_raw,Kv_unit,Kv_ref,R_raw_ohm,R_ref,Winding,Pole_Pairs,Cont_Current_A,Peak_Current_A,IP,Communication,Notes,Source,__file
actuator,SteadyWin,GIM3510-64,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,126.52,"OpenELAB from-price, base config (driver optional)",12~40,9.0,50.0,,67.0,74.0,81.84,0.5072,46.0,77.5,64:1 planetary,2.84,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),3.0833,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.515,phase-to-phase,Delta,7.0,3.41,25.28,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim3510-64-compact-can-servo-for-robotics,robstride-steadywin_specs.csv
actuator,SteadyWin,GIM4305-10,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~40,1.05,3.82,,312.0,402.0,52.32,0.15,53.0,32.0,10:1 planetary,0.39,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),16.75,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),1.113,phase-to-phase,Wye,14.0,2.18,14.99,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,SteadyWin,GIM4310-10,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,95.77,"OpenELAB from-price, base config (driver optional)",12~40,1.63,7.98,,101.0,212.0,31.2,0.227,53.0,38.0,10:1 planetary,2.61,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),8.8333,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),1.961,phase-to-phase,Wye,14.0,1.3,10.67,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM4310-10/,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim4310-10-joint-motor,robstride-steadywin_specs.csv
actuator,SteadyWin,GIM4310-36,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~40,6.24,25.43,,40.0,64.2,43.92,0.31,55.0,47.0,36:1 planetary,3.19,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),2.675,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),1.8596,phase-to-phase,Wye,14.0,1.83,10.57,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,SteadyWin,GIM4310-40,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~40,8.5,30.59,,70.0,86.0,88.8,0.3645,57.0,56.0,40:1 planetary,1.7889,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),3.5833,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.269,phase-to-phase,Wye,14.0,3.7,17.1,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,SteadyWin,GIM4315-8,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,68.57,"OpenELAB from-price, base config (driver optional)",12~40,1.6,14.25,,403.0,405.0,44.64,0.3715,57.0,58.0,8:1 planetary,0.96,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),16.875,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),1.5,phase-to-phase,Delta,14.0,1.86,19.5,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim4315-8-brushless-actuator,robstride-steadywin_specs.csv
actuator,SteadyWin,GIM6010-6,https://steadywin-motor.com/products/gim6010-6,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,3.3,8.0,,320.0,450.0,232.8,0.318,76.0,35.0,6:1 planetary,0.34,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),18.75,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.55,phase-to-phase,Delta,14.0,9.7,23.5294,IP54,CAN,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 1.8/peak 8.86 Nm, R=0.61 ohm, Kt=0.62, rated I=3.63 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,SteadyWin,GIM6010-8,https://steadywin-motor.com/products/built-in-star-gear-motor-motor-robot-joint-driver-actuator-controller-motor,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,87.95,"OpenELAB from-price, base config (driver optional)",12~56,5.0,11.0,,120.0,420.0,252.0,0.388,80.0,40.0,8:1 planetary,0.47,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),11.5417,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.44,phase-to-phase,Wye,14.0,10.5,23.4043,IP54,CAN,"Rated V=24; dims/weight incl. driver; driver encoder 16bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 4.2/peak 11.27 Nm, R=0.44 ohm, Kt=0.65, rated I=2.87 A | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM6010-8/",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim6010-8-robot-motor,robstride-steadywin_specs.csv
actuator,SteadyWin,GIM6010-36,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,18.0,41.0,,85.0,97.0,220.8,0.574,76.0,56.5,36:1 planetary,4.38,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),2.1875,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.6,phase-to-phase,Wye,14.0,4.6,9.3,IP54,CAN,"Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 17.6/peak 52.48 Nm, R=0.6 ohm, Kt=4.3, rated I=4.38 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,SteadyWin,GIM6010-48,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~40,27.0,55.9,,38.0,49.0,156.0,0.7769,80.0,67.5,48:1 planetary,4.53,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),1.9792,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.42,phase-to-phase,Wye,14.0,6.5,13.5,IP54,CAN & 485,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 26.2/peak 74.8 Nm, R=0.443 ohm, Kt=4.7, rated I=3.3 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,SteadyWin,GIM8108-6,https://steadywin-motor.com/products/cheetah-quadruped-robot-dog-high-torque-brushless-reduce-gear-motor-exoskeleton-industrial-robot-arm,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,5.18,26.32,,336.0,372.0,223.2,0.567,96.0,41.5,6:1 planetary,0.98,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),7.75,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.774,phase-to-phase,Wye,21.0,4.65,47.37,IP54,CAN & 485,Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,SteadyWin,GIM8108-8,https://steadywin-motor.com/products/planetary-reduction-motor-robot-dog-humanoid-robot-joint-module-flat-thin-large-torque,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,97.85,"OpenELAB from-price, base config (driver optional)",12~56,7.5,22.0,,110.0,320.0,336.0,0.396,92.0,55.0,8:1 planetary,1.0,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),6.0417,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.67,phase-to-phase,Wye,21.0,7.0,22.0,IP54,CAN,"Rated V=48; dims/weight incl. driver; driver encoder 16bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 6.71/peak 23.09 Nm, R=0.72 ohm, Kt=1.19, rated I=4.78 A | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM8108-8/",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim8108-8-robot-motor,robstride-steadywin_specs.csv
actuator,SteadyWin,GIM8108-9,https://steadywin-motor.com/products/bipedal-wheeled-high-torque-mechanical-dog-assisted-rehabilitation-exoskeleton-system-high-precision-driver,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,8.19,27.38,,207.0,242.0,192.0,0.567,96.0,41.5,9:1 planetary,1.83,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),5.0417,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.73,phase-to-phase,Wye,21.0,4.0,19.8,IP54,CAN,Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,SteadyWin,GIM8108-36,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,32.76,109.5,,51.0,60.0,192.0,0.76,96.0,57.0,36:1 planetary,7.32,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),1.25,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.72,phase-to-phase,Wye,21.0,4.0,19.8,IP54,CAN,"Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 25/peak 130.2 Nm, R=0.72 ohm, Kt=4, rated I=3.74 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,SteadyWin,GIM8108-48,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,179.45,"OpenELAB from-price, base config (driver optional)",12~36,35.5,133.5,,41.0,51.0,211.68,0.7804,92.0,73.0,48:1 planetary,7.1,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),1.0625,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.735,phase-to-phase,Wye,21.0,4.41,20.2,IP54,CAN & 485,Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim8108-48-robot-actuator,robstride-steadywin_specs.csv
actuator,SteadyWin,GIM8115-6,https://steadywin-motor.com/products/high-precision-and-high-torque-mechanical-dog-joint-actuator-with-high-performance-built-in-driver,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,8.59,36.94,,160.0,199.0,194.4,0.705,96.0,48.5,6:1 planetary,0.67,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),8.2917,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.364,phase-to-phase,Delta,21.0,8.1,44.28,IP54,CAN & 485,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 9.1/peak 38 Nm, R=0.98 ohm, Kt=1.84, rated I=4.8 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,SteadyWin,GIM8115-9,https://steadywin-motor.com/products/biped-wheeled-large-torque-mechanical-dog-joint-actuator-high-performance-built-in-driver-1,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,185.9,"OpenELAB from-price, base config (driver optional)",12~48,13.0,40.0,,100.0,129.0,189.6,0.705,96.0,48.5,9:1 planetary,1.62,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),5.375,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.28,phase-to-phase,Delta,21.0,7.9,24.6914,IP54,CAN,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 15.27/peak 54.55 Nm, R=1.05 ohm, Kt=2.25, rated I=4.55 A | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM8115-9/",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim8115-9-torque-servo,robstride-steadywin_specs.csv
actuator,SteadyWin,GIM8115-36,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,45.6,132.0,,26.0,32.0,163.2,0.96,96.0,64.0,36:1 planetary,6.56,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),1.3333,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.98,phase-to-phase,Delta,21.0,6.8,20.5,IP54,CAN,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 48/peak 190.2 Nm, R=0.351 ohm, Kt=5.8, rated I=8.53 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,SteadyWin,GIM10015-9,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,30.0,62.1,,67.0,104.0,340.8,1.372,122.0,57.5,9:1 planetary,2.18,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),4.3333,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.28,phase-to-phase,Delta,21.0,14.2,30.2,IP54,CAN,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 20.5/peak 112 Nm, R=0.761 ohm, Kt=1.5, rated I=5.5 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download),robstride-steadywin_specs.csv
actuator,ZeroErr,eRob70F (14-50),https://www.zeroerr.com/rotary_actuators/erob70f,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,3.7,12.0,23.0,,60.0,75.0,0.77,70.0,60.4,strain wave 50:1,0.134,motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC2; output Kt=Kt*ratio*eta,8.0,V/kRPM,"line-to-line, +-5% (Table 25-1)",3.87,"line-to-line, +-10% (Table 25-1)",unknown,8.0,1.91,5.9,IP54,EtherCAT / CANopen / Modbus,"Ultra-flat. Avg-load torque=4.8Nm. Motor V3_MC2 16-pole: motor rated 0.24Nm@3000rpm, L 2.54mH. Module rated I 1.91A (Table 3-1). Enc 19-bit. Peak_Torque_Nm=peak start/stop torque; Max_Momentary=permissible max momentary torque.",https://www.zeroerr.com/rotary_actuators/erob70f ; UM V3.42 (eRob_User_Manual_V3.42.pdf),zeroerr_specs.csv
actuator,ZeroErr,eRob70F (14-80),https://www.zeroerr.com/rotary_actuators/erob70f,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,5.4,16.0,35.0,,37.5,75.0,0.77,70.0,60.4,strain wave 80:1,0.134,motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC2; output Kt=Kt*ratio*eta,8.0,V/kRPM,"line-to-line, +-5% (Table 25-1)",3.87,"line-to-line, +-10% (Table 25-1)",unknown,8.0,1.91,5.9,IP54,EtherCAT / CANopen / Modbus,Ultra-flat. Avg-load torque=7.7Nm. Motor V3_MC2 16-pole. Module rated I 1.91A. Enc 19-bit.,https://www.zeroerr.com/rotary_actuators/erob70f ; UM V3.42 (eRob_User_Manual_V3.42.pdf),zeroerr_specs.csv
actuator,ZeroErr,eRob70F (14-100),https://www.zeroerr.com/rotary_actuators/erob70f,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,5.4,19.0,35.0,,30.0,75.0,0.77,70.0,60.4,strain wave 100:1,0.134,motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC2; output Kt=Kt*ratio*eta,8.0,V/kRPM,"line-to-line, +-5% (Table 25-1)",3.87,"line-to-line, +-10% (Table 25-1)",unknown,8.0,1.91,5.9,IP54,EtherCAT / CANopen / Modbus,Ultra-flat. Avg-load torque=7.7Nm. Motor V3_MC2 16-pole. Module rated I 1.91A. Enc 19-bit. New size not in existing DB.,https://www.zeroerr.com/rotary_actuators/erob70f ; UM V3.42 (eRob_User_Manual_V3.42.pdf),zeroerr_specs.csv
actuator,ZeroErr,eRob70i (14-50),https://www.zeroerr.com/rotary_actuators/erob70i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,7.0,23.0,46.0,,60.0,100.0,0.82,70.0,71.0,strain wave 50:1,0.132,motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V4_MC2; output Kt=Kt*ratio*eta,8.3,V/kRPM,"line-to-line, +-5% (Table 25-1)",2.0,"line-to-line, +-10% (Table 25-1)",unknown,8.0,2.55,7.8,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=9Nm. Motor V4_MC2 16-pole (page lists actuator ver V5; no V5 in UM V3.42): 0.32Nm@3000rpm, L 2.46mH. Module rated I 2.55A. Earlier V3_MC1=10-pole Kt0.075/R1.75/Kv8.42/3.3A. Enc 19-bit. Matches existing DB.",https://www.zeroerr.com/rotary_actuators/erob70i ; UM V3.42 (eRob_User_Manual_V3.42.pdf),zeroerr_specs.csv
actuator,ZeroErr,eRob70i (14-80),https://www.zeroerr.com/rotary_actuators/erob70i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,10.0,30.0,61.0,,37.5,100.0,0.82,70.0,71.0,strain wave 80:1,0.132,motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V4_MC2; output Kt=Kt*ratio*eta,8.3,V/kRPM,"line-to-line, +-5% (Table 25-1)",2.0,"line-to-line, +-10% (Table 25-1)",unknown,8.0,2.55,7.8,IP54,EtherCAT / CANopen / Modbus,Avg-load torque=14Nm. Motor V4_MC2 16-pole. Module rated I 2.55A. Enc 19-bit. Ratio not in existing DB.,https://www.zeroerr.com/rotary_actuators/erob70i ; UM V3.42 (eRob_User_Manual_V3.42.pdf),zeroerr_specs.csv
actuator,ZeroErr,eRob70i (14-100),https://www.zeroerr.com/rotary_actuators/erob70i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,10.0,36.0,70.0,,30.0,100.0,0.82,70.0,71.0,strain wave 100:1,0.132,motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V4_MC2; output Kt=Kt*ratio*eta,8.3,V/kRPM,"line-to-line, +-5% (Table 25-1)",2.0,"line-to-line, +-10% (Table 25-1)",unknown,8.0,2.55,7.8,IP54,EtherCAT / CANopen / Modbus,Avg-load torque=14Nm. Motor V4_MC2 16-pole. Module rated I 2.55A. Enc 19-bit. Matches existing DB.,https://www.zeroerr.com/rotary_actuators/erob70i ; UM V3.42 (eRob_User_Manual_V3.42.pdf),zeroerr_specs.csv
actuator,ZeroErr,eRob70i (14-120),https://www.zeroerr.com/rotary_actuators/erob70i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,10.0,36.0,70.0,,25.0,100.0,0.82,70.0,71.0,strain wave 120:1,0.132,motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V4_MC2; output Kt=Kt*ratio*eta,8.3,V/kRPM,"line-to-line, +-5% (Table 25-1)",2.0,"line-to-line, +-10% (Table 25-1)",unknown,8.0,2.55,7.8,IP54,EtherCAT / CANopen / Modbus,Avg-load torque=14Nm. Motor V4_MC2 16-pole. Module rated I 2.55A. Enc 19-bit. Ratio not in existing DB.,https://www.zeroerr.com/rotary_actuators/erob70i ; UM V3.42 (eRob_User_Manual_V3.42.pdf),zeroerr_specs.csv
actuator,ZeroErr,eRob80F (17-50),https://www.zeroerr.com/rotary_actuators/erob80f,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,11.0,23.0,48.0,,60.0,126.0,0.89,80.0,57.5,strain wave 50:1,0.126,motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V4_MC2; output Kt=Kt*ratio*eta,8.36,V/kRPM,"line-to-line, +-5% (Table 25-1)",1.362,"line-to-line, +-10% (Table 25-1)",unknown,8.0,3.6,10.8,IP54,EtherCAT / CANopen / Modbus,"Flat. Avg-load torque=18Nm. Motor V4_MC2 16-pole: 0.4Nm@3000rpm, L 1.362mH. Module rated I 3.5A (Table 3-1). Enc 19-bit. Only 2 ratios offered (50,100). Matches existing DB.",https://www.zeroerr.com/rotary_actuators/erob80f ; UM V3.42 (eRob_User_Manual_V3.42.pdf),zeroerr_specs.csv
actuator,ZeroErr,eRob80F (17-100),https://www.zeroerr.com/rotary_actuators/erob80f,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,16.0,37.0,71.0,,30.0,126.0,0.89,80.0,57.5,strain wave 100:1,0.126,motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V4_MC2; output Kt=Kt*ratio*eta,8.36,V/kRPM,"line-to-line, +-5% (Table 25-1)",1.362,"line-to-line, +-10% (Table 25-1)",unknown,8.0,3.6,10.8,IP54,EtherCAT / CANopen / Modbus,Flat. Avg-load torque=27Nm. Motor V4_MC2 16-pole. Module rated I 3.5A. Enc 19-bit. Matches existing DB.,https://www.zeroerr.com/rotary_actuators/erob80f ; UM V3.42 (eRob_User_Manual_V3.42.pdf),zeroerr_specs.csv
